,Customer ID,recency,Spent,Number of Orders,Date Last Quarter,Customer Name
184,184,1.070636622,0.376395277,3.079661056,15-06-2014,Basic
185,185,1.139753294,1.648023844,1.164340738,5/12/2012,Graduation
186,186,-1.002863538,1.100194305,1.221422683,8/3/2014,PhD
187,187,1.105194958,-0.571515834,-1.10222709,2/8/2013,Graduation
188,188,0.033886542,-0.119971487,1.222729572,19-03-2013,Graduation
189,189,0.379469902,1.141696542,1.404038134,23-02-2013,PhD
190,190,0.48314491,0.900983563,4.640644106,9/9/2012,Basic
191,191,0.172119886,1.050391619,4.514279693,17-05-2013,PhD
192,192,0.794169934,-0.945035975,-2.902907536,26-09-2013,2n Cycle
193,193,-1.521238578,-0.950016243,-3.233674667,30-05-2013,Graduation
194,194,1.34710331,-0.920134632,-2.902907536,18-02-2013,Graduation
195,195,0.033886542,-0.521713149,-0.509975296,29-12-2013,Graduation
196,196,1.727245006,-0.900213558,-2.538152616,13-05-2014,Master
197,197,-1.106538546,1.986682104,3.957322577,19-09-2013,Graduation
198,198,-1.313888562,-0.608037804,-0.908718005,17-01-2013,Graduation
199,199,-1.07198021,0.819639177,2.087359663,31-03-2014,PhD
200,200,0.725053262,-0.569855745,-0.48688114,29-06-2014,Graduation
201,201,-0.968305202,-0.11001095,1.165647626,9/12/2013,Graduation
202,202,0.586819918,0.98066786,1.039283214,14-10-2013,Graduation
203,203,1.036078286,-0.207956231,0.607383621,2/11/2012,PhD
204,204,-1.624913586,-0.979897854,-3.210580511,17-07-2013,PhD
205,205,1.105194958,1.672925186,3.990003477,10/11/2012,Master
206,206,-0.864630194,-0.534993865,-0.85163606,8/12/2013,Graduation
207,207,-0.03523013,0.87608222,4.572668527,13-05-2013,Master
208,208,1.51989499,-0.818869172,-2.253573797,8/6/2014,Graduation
209,209,0.241236558,0.729994343,0.765598028,10/9/2012,Graduation
210,210,-1.59035525,0.177184536,2.407233161,31-03-2013,Graduation
211,211,-0.173463474,-0.701002816,-1.159309035,18-03-2014,Graduation
212,212,-0.38081349,1.058692067,4.834153191,5/10/2012,PhD
213,213,-0.104346802,-0.694362458,-1.524063956,21-01-2013,Master
214,214,1.208869966,-0.051907817,0.641371411,4/5/2013,Graduation
215,215,-0.760955186,0.822959356,0.606552715,1/4/2014,Graduation
216,216,0.794169934,1.902017539,1.073271003,12/5/2014,2n Cycle
217,217,0.586819918,-0.979897854,-3.210580511,15-11-2013,Master
218,218,-0.657280178,-0.289300617,0.436137786,31-08-2013,Master
219,219,-1.624913586,1.628102769,0.253522334,14-11-2012,Graduation
220,220,0.552261582,-0.971597407,-3.210580511,11/4/2014,2n Cycle
221,221,-0.415371826,-0.976577675,-2.902907536,14-11-2013,Graduation
222,222,1.381661646,0.846200609,4.480291904,14-04-2014,PhD
223,223,-0.000671794,-0.8935732,-2.230479641,5/1/2013,PhD
224,224,-0.104346802,-0.969937317,-2.902907536,8/9/2012,Graduation
225,225,-0.588163506,-0.003765221,1.700817476,26-03-2013,Graduation
226,226,0.172119886,-0.913494274,-1.831736931,25-10-2012,Graduation
227,227,1.69268667,2.458147526,2.782881715,9/12/2012,Graduation
228,228,1.658128334,0.666910942,0.595183099,8/8/2012,PhD
229,229,0.897844942,-0.964957049,-2.845825591,16-02-2014,PhD
230,230,-1.41756357,1.69284626,2.747587036,20-03-2013,Graduation
231,231,-0.415371826,0.821299267,3.991310366,5/1/2013,2n Cycle
232,232,-0.622721842,-0.979897854,-2.902907536,15-05-2013,Graduation
233,233,-0.311696818,1.7974319,0.504113364,16-04-2014,Graduation
234,234,0.863286606,1.299405046,2.30479381,23-03-2013,PhD
235,235,1.416219982,2.521230927,2.223310821,9/12/2013,2n Cycle
236,236,0.275794894,1.533477667,2.988115339,4/12/2013,Master
237,237,0.344911566,-0.901873647,-2.538152616,4/10/2013,PhD
238,238,0.103003214,-0.964957049,-2.902907536,26-12-2013,Graduation
239,239,-1.521238578,0.837900162,5.072543698,17-05-2014,2n Cycle
240,240,1.485336654,-0.659500578,-1.216390981,28-10-2013,Graduation
241,241,0.966961614,0.897663384,2.702705614,23-12-2012,Graduation
242,242,-0.484488498,-0.953336422,-2.902907536,31-07-2013,Graduation
243,243,-0.03523013,0.819639177,1.29070515,28-11-2013,Graduation
244,244,1.658128334,-0.473570553,-0.259384266,17-08-2012,Graduation
245,245,1.589011662,-0.935075437,-2.230479641,5/6/2014,PhD
246,246,-0.864630194,-0.979897854,-3.210580511,20-05-2013,Graduation
247,247,0.379469902,-0.956656601,-2.868919747,9/1/2013,Graduation
248,248,-0.104346802,0.394656262,3.216919103,31-08-2012,PhD
249,249,1.243428302,-0.55159476,-0.543963085,29-10-2012,Master
250,250,-0.622721842,-0.966617138,-3.210580511,16-09-2013,Master
251,251,-1.383005234,-0.55159476,-0.452893351,27-10-2013,Graduation
252,252,-0.657280178,-0.85871132,-1.831736931,5/4/2013,Graduation
253,253,-0.069788466,1.473714445,1.756592532,22-09-2012,2n Cycle
254,254,0.725053262,-0.702662906,-1.797749142,29-08-2012,Graduation
255,255,-1.24477189,0.620428436,-0.225396476,13-10-2012,PhD
256,256,-1.313888562,-0.896893379,-2.162504062,16-10-2012,PhD
257,257,-0.622721842,1.706126977,-0.191408687,22-10-2012,Graduation
258,258,-1.175655218,-0.908514005,-1.86572472,4/6/2013,Graduation
259,259,-1.624913586,-0.624638699,-0.817648271,8/12/2013,PhD
260,260,0.206678222,-0.928435079,-2.230479641,10/10/2012,Graduation
261,261,-0.38081349,-0.843770514,-2.230479641,22-05-2013,PhD
262,262,1.277986638,0.270149548,2.714906136,17-06-2014,Master
263,263,0.241236558,0.580586287,2.80597587,23-11-2012,PhD
264,264,-0.691838514,0.349833845,-0.533069452,3/2/2013,Master
265,265,-0.657280178,0.527463423,1.073271003,14-03-2013,Master
266,266,0.517703246,0.499241901,2.886151971,26-06-2014,Graduation
267,267,-0.104346802,-0.838790246,-1.86572472,15-10-2012,PhD
268,268,1.208869966,-0.051907817,0.641371411,19-06-2013,Graduation
269,269,-1.002863538,-0.481871001,-0.543963085,4/10/2013,Graduation
270,270,0.863286606,-0.242818111,0.436137786,22-09-2012,Graduation
271,271,-1.07198021,-0.946696064,-2.538152616,20-03-2014,Master
272,272,0.897844942,-0.89191311,-2.139409906,4/2/2014,PhD
273,273,-1.106538546,0.53576387,3.022579111,6/4/2014,Graduation
274,274,1.34710331,0.417897515,2.373245371,6/2/2013,Graduation
275,275,-1.037421874,1.445492923,2.929726505,16-09-2013,PhD
276,276,0.448586574,-0.360684466,0.242628701,17-01-2013,Graduation
277,277,-1.313888562,-0.921794721,-2.902907536,30-04-2014,Master
278,278,0.863286606,-0.780687113,-1.831736931,2/4/2013,PhD
279,279,-0.588163506,2.177592398,1.699510587,21-04-2013,Master
280,280,0.932403278,-0.895233289,-2.173397696,11/2/2013,Basic
281,281,-1.486680242,-0.966617138,-3.267662457,25-10-2012,Graduation
282,282,0.448586574,1.272843614,2.337950693,31-08-2012,Graduation
283,283,-1.002863538,-0.954996512,-2.902907536,1/3/2014,PhD
284,284,-0.20802181,-0.842110425,-2.173397696,17-04-2014,Master
285,285,-0.138905138,0.361454472,-0.590151397,12/7/2013,Graduation
286,286,-0.519046834,0.512522617,3.444415977,29-01-2013,Graduation
287,287,0.13756155,-0.905193826,-1.831736931,8/1/2013,Master
288,288,-0.173463474,0.200425789,2.544491207,12/5/2014,Graduation
289,289,1.381661646,-0.85871132,-2.196491851,13-06-2013,Master
290,290,-0.20802181,-0.554914939,-0.794554115,4/7/2013,2n Cycle
291,291,0.65593659,-0.898553468,-1.831736931,27-12-2013,Graduation
292,292,-0.173463474,1.005569202,3.158530268,31-10-2012,Graduation
293,293,0.517703246,-0.830489798,-2.173397696,15-01-2014,Graduation
294,294,1.243428302,0.91260419,1.323862033,12/3/2013,Graduation
295,295,1.51989499,-0.101710502,1.598378126,23-08-2012,Master
296,296,-1.279330226,-0.608037804,-0.817648271,7/3/2013,2n Cycle
297,297,1.277986638,-0.920134632,-1.831736931,13-01-2013,Master
298,298,-0.72639685,-0.946696064,-2.538152616,12/1/2013,Graduation
299,299,-0.242580146,1.495295608,3.124542479,17-03-2014,PhD
300,300,-1.24477189,-0.617998341,-0.908718005,16-04-2014,Graduation
301,301,1.277986638,-0.954996512,-2.538152616,12/10/2013,2n Cycle
302,302,0.344911566,-0.838790246,-2.173397696,1/3/2014,PhD
303,303,-0.657280178,-0.342423482,0.139358444,13-04-2014,Graduation
304,304,-0.55360517,-0.96163687,-2.902907536,27-12-2013,Graduation
305,305,-0.89918853,0.120741492,1.620641375,28-03-2013,Master
306,306,1.105194958,-0.958316691,-3.210580511,18-09-2012,Graduation
307,307,-1.486680242,-0.974917586,-3.210580511,5/3/2014,Graduation
308,308,-0.277138482,1.161617617,2.020214991,10/9/2013,Master
309,309,1.00151995,0.037737017,1.872063311,27-04-2013,Master
310,310,-0.000671794,1.121775468,1.539989291,18-01-2014,Graduation
311,311,-0.346255154,-0.900213558,-2.230479641,28-10-2013,Graduation
312,312,-1.59035525,-0.946696064,-2.902907536,3/6/2013,Graduation
313,313,-0.415371826,-0.945035975,-2.902907536,6/2/2013,Master
314,314,-0.933746866,-0.742505054,-1.524063956,17-12-2013,Graduation
315,315,1.036078286,-0.969937317,-3.210580511,11/3/2014,Master
316,316,-0.104346802,-0.890253021,-2.561246772,29-07-2013,Graduation
317,317,1.139753294,0.919244548,1.655460071,14-08-2012,Graduation
318,318,-1.348446898,-0.910174095,-2.868919747,16-07-2013,Graduation
319,319,0.068444878,-0.953336422,-2.538152616,23-08-2013,Graduation
320,320,-0.38081349,0.562325303,2.668717824,17-01-2013,Graduation
321,321,-1.348446898,1.385729701,3.034303651,1/7/2013,Graduation
322,322,-1.210213554,-0.905193826,-2.902907536,9/2/2014,PhD
323,323,-1.07198021,1.770870468,2.873951449,7/2/2013,PhD
324,324,1.589011662,1.545098294,2.361044849,11/1/2013,Graduation
325,325,-1.313888562,-0.777366934,-1.888818876,5/7/2013,Graduation
326,326,0.552261582,0.954106427,1.336062555,2/7/2013,PhD
327,327,0.759611598,-0.166453993,1.073271003,7/11/2013,Graduation
328,328,-1.24477189,-0.978237765,-3.210580511,9/5/2013,PhD
329,329,0.31035323,0.552364766,0.84446724,13-02-2013,PhD
330,330,0.552261582,-0.938395617,-2.902907536,16-04-2013,Graduation
331,331,-1.694030258,0.967387144,0.481019209,11/9/2013,PhD
332,332,-0.55360517,-0.935075437,-2.538152616,3/4/2013,PhD
333,333,1.416219982,-0.981557944,-3.210580511,10/1/2013,Master
334,334,1.589011662,0.378055367,3.158530268,30-06-2013,Graduation
335,335,1.51989499,1.38738979,2.55538484,12/9/2012,Graduation
336,336,-0.38081349,0.700112732,0.856667762,6/12/2012,Graduation
337,337,-1.07198021,0.964066965,1.346956189,12/11/2012,Graduation
338,338,0.275794894,1.111814931,2.384969911,3/3/2013,Graduation
339,339,-0.138905138,-0.92677499,-2.538152616,26-09-2013,PhD
340,340,0.414028238,-0.843770514,-2.230479641,10/8/2012,Graduation
341,341,-1.486680242,1.764230109,0.389949474,7/12/2013,Graduation
342,342,0.552261582,0.485961185,0.196440389,23-11-2012,PhD
343,343,0.103003214,-0.302581333,0.548994787,13-06-2013,PhD
344,344,1.312544974,2.566053344,2.736693403,15-08-2013,Basic
345,345,-0.38081349,0.047697554,1.757899421,10/11/2013,Graduation
346,346,0.13756155,-0.913494274,-1.888818876,23-06-2013,Graduation
347,347,-0.622721842,-0.966617138,-3.210580511,16-06-2014,Graduation
348,348,0.621378254,-0.188035157,0.868868285,25-12-2012,Graduation
349,349,0.552261582,0.142322656,1.450226446,3/1/2014,Master
350,350,0.517703246,1.229681287,4.069348672,17-12-2013,Graduation
351,351,1.139753294,-0.923454811,-2.538152616,10/1/2013,Graduation
352,352,-0.760955186,2.199173562,0.754704394,28-10-2013,PhD
353,353,0.48314491,0.635369241,0.366855318,27-10-2012,Graduation
354,354,0.586819918,-0.958316691,-2.902907536,22-12-2012,PhD
355,355,0.690494926,-0.58645664,-0.794554115,29-11-2013,Graduation
356,356,0.103003214,-0.95997678,-2.868919747,11/5/2013,Graduation
357,357,-0.138905138,1.267863345,1.985396295,12/12/2012,PhD
358,358,-1.624913586,-0.886932842,-2.173397696,20-08-2013,Master
359,359,1.277986638,-0.808908635,-1.797749142,8/10/2013,PhD
360,360,-0.89918853,-0.873652126,-2.868919747,28-09-2012,Graduation
361,361,-1.24477189,-0.946696064,-2.902907536,22-03-2014,PhD
362,362,-1.210213554,1.277823882,1.688616953,24-02-2014,Graduation
363,363,1.485336654,-0.923454811,-2.902907536,23-11-2012,PhD
364,364,-0.38081349,-0.979897854,-3.210580511,28-12-2012,Graduation
365,365,0.863286606,-0.971597407,-3.267662457,21-08-2012,Graduation
366,366,-1.210213554,-0.470250374,-0.543963085,17-05-2013,Graduation
367,367,1.554453326,-0.657840489,-1.159309035,16-03-2013,Graduation
368,368,-0.55360517,-0.976577675,-3.233674667,17-11-2012,Graduation
369,369,-0.588163506,-0.940055706,-2.527258982,1/12/2012,PhD
370,370,-1.313888562,-0.191355336,0.618277255,22-04-2014,2n Cycle
371,371,1.00151995,0.660270584,2.976390799,28-10-2012,Graduation
372,372,0.241236558,-0.818869172,-2.196491851,29-08-2013,Master
373,373,0.275794894,0.939165622,0.91422569,11/11/2012,Graduation
374,374,-1.452121906,1.877116196,2.144441608,22-06-2013,PhD
375,375,-1.694030258,-0.639579504,-0.908718005,18-08-2012,Master
376,376,0.586819918,0.862801504,0.845774129,18-03-2013,Graduation
377,377,1.277986638,-0.661160668,-1.159309035,30-12-2012,Graduation
378,378,1.070636622,0.29837107,2.350151216,2/10/2013,PhD
379,379,0.241236558,1.644703665,3.420014932,14-06-2013,Graduation
380,380,-1.07198021,-0.699342727,-1.524063956,8/1/2013,PhD
381,381,0.068444878,-0.930095169,-2.868919747,14-11-2013,Graduation
382,382,0.759611598,-0.963296959,-2.902907536,12/12/2012,Graduation
383,383,0.759611598,-0.848750783,-1.854831087,22-08-2012,2n Cycle
384,384,1.070636622,-0.901873647,-2.196491851,30-03-2014,Master
385,385,-1.624913586,0.718373717,3.227812736,15-05-2013,Graduation
386,386,1.17431163,-0.737524786,-1.581145901,16-10-2013,Master
387,387,-0.691838514,-0.438708673,-0.794554115,5/10/2012,Graduation
388,388,-1.313888562,-0.267719454,0.868868285,30-08-2012,Graduation
389,389,0.206678222,-0.940055706,-2.902907536,8/5/2013,PhD
390,390,-1.037421874,-0.89191311,-2.230479641,3/1/2014,Graduation
391,391,-1.659471922,-0.556575029,-0.48688114,9/12/2013,Master
392,392,-1.037421874,-0.931755258,-2.481070671,4/5/2014,Graduation
393,393,-0.72639685,-0.194675515,1.165647626,18-04-2013,PhD
394,394,0.932403278,-0.876972305,-2.173397696,25-02-2014,Master
